carnegie_ug_program,carnegie_ug_program,carnegie_classifications,2016
carnegie_grad_program,carnegie_grad_program,carnegie_classifications,2016
carnegie_ug_profile,carnegie_ug_profile,carnegie_classifications,2016
carnegie_enroll_profile,carnegie_enroll_profile,carnegie_classifications,2016
carnegie_size_setting,carnegie_size_setting,carnegie_classifications,2016
carnegie_classification2000,carnegie_classification2000,carnegie_classifications,2016
school_id,UNITID,students,2016
cohort_status8,cohort_status8,students,2016
cohort_status9,cohort_status9,students,2016
cohort_status13,cohort_status13,students,2016
cohort_status29,cohort_status29,students,2016
cohort_status30,cohort_status30,students,2016
under_certi_award_level1,under_certi_award_level1,students,2016
under_certi_award_level2,under_certi_award_level2,students,2016
under_certi_award_level4,under_certi_award_level4,students,2016
under_degree_award_level3,under_degree_award_level3,students,2016
grad_degree_award_level7,grad_degree_award_level7,students,2016
grad_degree_award_level17,grad_degree_award_level17,students,2016
grad_degree_award_level18,grad_degree_award_level18,students,2016
grad_degree_award_level19,grad_degree_award_level19,students,2016
under_degree_award_level5,under_degree_award_level5,students,2016
grad_certi_award_level6,grad_certi_award_level6,students,2016
grad_certi_award_level8,grad_certi_award_level8,students,2016
total_studentcount_1,total_studentcount_1,students,2016
undrgradstudentcount_2,undrgradstudentcount_2,students,2016
gradstudentcount_4,gradstudentcount_4,students,2016
inst_activity_type,inst_activity_type,students,2016
inst_act_ugcredit_hrs,inst_act_ugcredit_hrs,students,2016
inst_act_gradcredit_hrs,inst_act_gradcredit_hrs,students,2016
ug_student_perthousandstudent,ug_student_perthousandstudent,students,2016
ug_average_sch_studentperay,ug_average_sch_studentperay,students,2016
grad_average_sch_studentperay,grad_average_sch_studentperay,students,2016
ug_degrees_perthousand_ugstudent,ug_degrees_perthousand_ugstudent,students,2016
ug_certi_perthousand_ugstudent,ug_certi_perthousand_ugstudent,students,2016
graddegree_perhundredgradstudent,graddegree_perhundredgradstudent,students,2016
grad_certi_perhundred_gradstudent,grad_certi_perhundred_gradstudent,students,2016
bachelordegree_4yeargradrate,bachelordegree_4yeargradrate,students,2016
bachelordegree_6yeargradrate,bachelordegree_6yeargradrate,students,2016
associatedegree_certi3yeargradrate,associatedegree_certi3yeargradrate,students,2016
school_id,UNITID,finances,2016
private_nonprofit_total_salary_wage,private_nonprofit_total_salary_wage,finances,2016
public_total_salary_wage,public_total_salary_wage,finances,2016
privateprofit_total_salary_wage,privateprofit_total_salary_wage,finances,2016
school_id,UNITID,employees,2016
inst_salary_academic_rank,inst_salary_academic_rank,employees,2016
inst_salary_salaryoutlaytotal,inst_salary_salaryoutlaytotal,employees,2016
inst_salary_salaryoutlaytotal,inst_salary_salaryoutlaytotal,employees,2016
non_inst_acad_staff_salary_research_outlay,non_inst_acad_staff_salary_research_outlay,employees,2016
non_inst_acad_staff_salary_pubservice_outlay,non_inst_acad_staff_salary_pubservice_outlay,employees,2016
non_inst_acad_staff_salary_other_outlay,non_inst_acad_staff_salary_other_outlay,employees,2016
admin_profstaff_salary_mgmt_outlay,admin_profstaff_salary_mgmt_outlay,employees,2016
admin_profstaff_salary_business_outlay,admin_profstaff_salary_business_outlay,employees,2016
admin_profstaff_salary_compeng_outlay,admin_profstaff_salary_compeng_outlay,employees,2016
admin_profstaff_salary_community_outlay,admin_profstaff_salary_community_outlay,employees,2016
admin_profstaff_salary_technical_outlay,admin_profstaff_salary_technical_outlay,employees,2016
non_instn_acad_staff_pub_service,non_instn_acad_staff_pub_service,employees,2016
non_instn_acad_staff_research,non_instn_acad_staff_research,employees,2016
admin_profstaff_salary_ofcadmin_outlay,admin_profstaff_salary_ofcadmin_outlay,employees,2016
nonadmin_servicestaffsalary_construction_outlay,nonadmin_servicestaffsalary_construction_outlay,employees,2016
nonadmin_servicestaffsalary_production_outlay,nonadmin_servicestaffsalary_production_outlay,employees,2016
EAPCAT,EAPCAT,employees,2016
admin_profstaff_management,admin_profstaff_management,employees,2016
admin_profstaff_business,admin_profstaff_business,employees,2016
admin_profstaff_comp,admin_profstaff_comp,employees,2016
admin_profstaff_comunityservice,admin_profstaff_comunityservice,employees,2016
admin_profstaff_healthcare,admin_profstaff_healthcare,employees,2016
admin_profstaff_ofcadmin,admin_profstaff_ofcadmin,employees,2016
